tA,vA,fA,pA,qA,aA
0,512.761108,60.000015,133.99736,-12.931983,69.54158
0.0333333,512.749207,60.000015,134.001358,-12.912589,69.54158
0.0666667,512.756836,60.000023,134.003387,-12.912449,69.541725
0.1,512.772278,60.00008,133.983948,-12.944315,69.543068
0.1333334,512.771179,60.000195,133.929581,-12.937778,69.546402
0.1666667,512.764709,60.000305,133.874115,-12.927707,69.551201
0.2,512.776978,60.00037,133.847534,-12.970177,69.556145
0.2333333,512.773621,60.000443,133.819382,-12.945387,69.562157
0.2666666,512.767639,60.000488,133.812088,-12.949959,69.568306
0.2999999,512.775146,60.000553,133.818115,-12.95596,69.575516
0.3333332,512.782593,60.000595,133.824173,-12.961607,69.582878
0.3666665,512.7901,60.000656,133.840027,-12.968324,69.591301
0.3999998,512.800232,60.000687,133.875656,-12.982203,69.599731
0.4333331,512.806702,60.00074,133.917633,-12.975136,69.608902
0.4666664,512.800476,60.000778,133.946823,-12.96312,69.618523
0.4999997,512.81543,60.000801,133.993591,-12.977812,69.628159
0.533333,512.837708,60.000816,134.035202,-13.011467,69.637932
0.5666663,512.833008,60.00087,134.06015,-12.951335,69.648758
0.5999996,512.819214,60.000893,134.068542,-12.929193,69.659584
0.6333329,512.836426,60.000912,134.090027,-12.95281,69.670547
0.6666662,512.819702,60.000965,134.066788,-12.894527,69.682579
0.6999995,512.780273,60.000992,134.047119,-12.839225,69.694595
0.7333328,512.828308,60.001003,134.027039,-12.907903,69.706604
0.7666661,512.842712,60.001045,133.98381,-12.925159,69.719368
0.7999994,512.841858,60.001083,133.943771,-12.921894,69.732574
0.8333327,512.841919,60.001106,133.920624,-12.902734,69.745934
0.866666,512.837158,60.001163,133.889389,-12.900085,69.760361
0.8999993,512.821289,60.00119,133.871902,-12.881594,69.77478
0.9333326,512.837585,60.001205,133.88443,-12.893579,69.789207
0.9666659,512.854004,60.001213,133.906586,-12.909077,69.803635
0.9999992,512.848511,60.001259,133.911118,-12.895754,69.818962
1.0333329,512.835815,60.001339,133.904572,-12.875212,69.8358
1.0666667,512.828491,60.001381,133.918549,-12.861827,69.852638
1.1000005,512.837646,60.001408,133.946442,-12.852012,69.869621
1.1333343,512.841187,60.001499,133.937546,-12.846465,69.888405
1.1666681,512.847107,60.001526,133.957947,-12.85219,69.906891
1.2000018,512.796692,60.001522,133.988922,-12.758305,69.924934
1.2333356,512.779663,60.001522,134.026779,-12.729661,69.942978
1.2666694,512.776917,60.001522,134.051788,-12.716998,69.961021
1.3000032,512.781372,60.001522,134.071716,-12.723666,69.979065
1.3333369,512.792175,60.001518,134.076767,-12.746148,69.997093
1.3666707,512.756592,60.001511,134.07579,-12.661626,70.014984
1.4000045,512.734802,60.001465,134.092972,-12.62863,70.03183
1.4333383,512.755188,60.001442,134.090729,-12.650681,70.048653
1.4666721,512.760437,60.001465,134.065552,-12.663669,70.066231
1.5000058,512.72052,60.00145,134.05098,-12.554741,70.083351
