tA,vA,fA,pA,qA,aA
0,539.270386,60.000015,155.98204,-6.955571,69.542732
0.0333333,539.303406,59.999985,155.996613,-7.005604,69.542015
0.0666667,539.193542,59.999985,156.014496,-6.749411,69.541603
0.1,539.170105,60.000011,156.027802,-6.756168,69.541763
0.1333334,539.193115,60.000053,156.004608,-6.833935,69.542801
0.1666667,539.265503,60.000027,156.010742,-6.966935,69.542664
0.2,539.292236,59.999973,155.993301,-7.006845,69.541504
0.2333333,539.21759,59.999912,156.031418,-6.850412,69.539612
0.2666666,539.187439,59.999866,156.057434,-6.823735,69.537277
0.2999999,539.17157,59.999844,156.077606,-6.793513,69.534935
0.3333332,539.191589,59.999874,156.068237,-6.837909,69.53347
0.3666665,539.197266,59.999905,156.034714,-6.873042,69.532585
0.3999998,539.218567,59.999825,156.050537,-6.885533,69.529472
0.4333331,539.163818,59.999783,156.049149,-6.76241,69.526077
0.4666664,539.109558,59.999802,156.028061,-6.720515,69.523727
0.4999997,539.145691,59.999847,156.023376,-6.765504,69.52211
0.533333,539.140076,59.999882,155.956421,-6.790002,69.52095
0.5666663,539.12915,59.999935,155.923126,-6.779803,69.520508
0.5999996,539.159058,59.999977,155.886673,-6.809114,69.5205
0.6333329,539.174438,60.000031,155.85614,-6.83994,69.521233
0.6666662,539.185059,60.000111,155.824387,-6.867391,69.523193
0.6999995,539.19574,60.000198,155.79277,-6.891564,69.526367
0.7333328,539.232788,60.000259,155.794037,-6.970031,69.529968
0.7666661,539.283447,60.000286,155.824234,-7.012288,69.533569
0.7999994,539.221008,60.000305,155.851563,-6.881163,69.537201
0.8333327,539.22876,60.000271,155.959473,-6.867269,69.53997
0.866666,539.264526,60.000195,156.03035,-6.978398,69.541199
0.8999993,539.33551,60.000191,156.091431,-7.080492,69.543167
0.9333326,539.372803,60.000214,156.12262,-7.081448,69.545738
0.9666659,539.389648,60.000275,156.127991,-7.071444,69.5495
0.9999992,539.334106,60.000397,156.08725,-6.908075,69.555344
1.0333329,539.3797,60.000557,156.011475,-7.035218,69.563751
1.0666667,539.468445,60.000645,155.928116,-7.155167,69.572273
1.1000005,539.400146,60.00074,155.828995,-7.006264,69.582024
1.1333343,539.320801,60.000786,155.80191,-6.839082,69.591934
1.1666681,539.398132,60.000717,155.830826,-7.049929,69.599625
1.2000018,539.41217,60.000721,155.825836,-7.023817,69.607918
1.2333356,539.372192,60.000786,155.83046,-6.955723,69.617989
1.2666694,539.345337,60.000759,155.87886,-6.906299,69.626747
1.3000032,539.268494,60.000683,155.977448,-6.747647,69.63385
1.3333369,539.246826,60.000595,156.082336,-6.772326,69.639755
1.3666707,539.265991,60.0005,156.183716,-6.749387,69.644455
1.4000045,539.242493,60.000374,156.272537,-6.730792,69.647362
1.4333383,539.29834,60.000217,156.349411,-6.843249,69.648155
1.4666721,539.35437,60.000027,156.420822,-6.915833,69.646095
1.5000058,539.374573,59.999908,156.441254,-6.883588,69.64328
1.5333396,539.309326,59.999897,156.376465,-6.733064,69.64167
1.5666734,539.22876,59.999874,156.292282,-6.623393,69.639755
1.6000072,539.215454,59.999809,156.212906,-6.649573,69.636627
1.633341,539.221069,59.999771,156.073822,-6.698358,69.633179
1.6666747,539.122131,59.999752,155.973892,-6.496943,69.629898
1.7000085,539.130676,59.999641,155.915787,-6.581702,69.624191
1.7333423,539.174683,59.999538,155.877762,-6.674262,69.617157
1.7666761,539.176575,59.999527,155.802444,-6.708329,69.611183
1.8000098,539.157776,59.999516,155.791138,-6.677082,69.605072
1.8333436,539.225708,59.999432,155.835312,-6.846091,69.597153
1.8666774,539.240112,59.999386,155.873535,-6.835898,69.588951
1.9000112,539.184143,59.99942,155.886429,-6.77311,69.582245
1.933345,539.233215,59.999329,156.009979,-6.840006,69.572998
1.9666787,539.262146,59.999233,156.087357,-6.895422,69.562401
2.0000124,539.271973,59.999233,156.119171,-6.932399,69.552994
2.0333452,539.323547,59.999241,156.173187,-6.972901,69.543877
2.066678,539.360962,59.999203,156.167755,-7.041278,69.533699
2.1000109,539.136963,59.999222,156.14621,-6.577441,69.524307
2.1333437,539.109253,59.999264,156.167297,-6.611526,69.5158
2.1666765,539.246887,59.999241,156.101044,-6.920405,69.506195
2.2000093,539.294678,59.999237,156.028458,-6.960621,69.496758
2.2333422,539.331604,59.99931,155.927887,-7.032218,69.48909
2.266675,539.336548,59.999363,155.848175,-7.02179,69.481903
2.3000078,539.364868,59.999393,155.800278,-7.066802,69.474731
2.3333406,539.28833,59.999397,155.752136,-6.938954,69.467422
2.3666735,539.257263,59.999317,155.822281,-6.902236,69.458176
2.4000063,539.332092,59.999184,155.907715,-7.096287,69.446655
2.4333391,539.32135,59.999092,155.988449,-7.023715,69.43457
2.4666719,539.292175,59.999008,156.07869,-7.005227,69.421425
2.5000048,539.234985,59.998959,156.165985,-6.851386,69.408142
2.5333376,539.261169,59.998878,156.2621,-6.925189,69.393631
2.5666704,539.309387,59.998798,156.289169,-7.019733,69.378059
2.6000032,539.284058,59.998722,156.289978,-6.976156,69.36174
2.6333361,539.258972,59.998634,156.295837,-6.89201,69.3442
2.6666689,539.149414,59.998611,156.252365,-6.75077,69.326981
2.7000017,539.224548,59.998615,156.181519,-6.946551,69.310165
2.7333345,539.260437,59.998623,156.074509,-6.994656,69.293503
2.7666674,539.244202,59.998669,155.947647,-6.991486,69.277885
2.8000002,539.380798,59.998726,155.828964,-7.295436,69.263
2.833333,539.337708,59.998806,155.689972,-7.147215,69.249336
2.8666658,539.278015,59.998898,155.641495,-7.077264,69.236908
2.8999987,539.309998,59.998993,155.588852,-7.176976,69.225662
2.9333315,539.188416,59.999084,155.568436,-6.97981,69.215508
2.9666643,539.154846,59.999058,155.677872,-6.965099,69.203865
2.9999971,539.149902,59.998962,155.81015,-7.007971,69.190125
3.03333,539.214966,59.998978,155.932373,-7.128306,69.177727
3.0666628,539.305786,59.999035,156.011658,-7.318309,69.166519
3.0999956,539.31311,59.999111,156.073059,-7.276973,69.156509
