tA,vA,fA,pA,qA,aA
0,545.340271,60.000015,555.969055,-21.249073,69.600006
0.0333333,545.317444,60.000015,555.965881,-21.16312,69.600006
0.0666667,545.314453,60.000015,555.9729,-21.166721,69.600014
0.1,545.271729,60.000019,555.954407,-21.035524,69.600029
0.1333334,545.23999,59.999805,556.112854,-20.963964,69.595596
0.1666667,545.201233,59.999199,556.53363,-21.017309,69.579254
0.2,545.135498,59.998825,556.803711,-20.961418,69.559875
0.2333333,545.117188,59.998711,556.783813,-20.983334,69.543457
0.2666666,545.116943,59.998363,556.754272,-21.11577,69.519531
0.2999999,545.122498,59.998192,556.563354,-21.140007,69.495544
0.3333332,545.108398,59.998104,556.235657,-21.073561,69.47155
0.3666665,545.092651,59.997631,556.171936,-21.055532,69.438614
0.3999998,545.078857,59.997257,556.250183,-21.056198,69.399712
0.4333331,545.114136,59.997208,556.132324,-21.139183,69.366745
0.4666664,545.144104,59.997044,556.113586,-21.181103,69.327797
0.4999997,545.18866,59.997532,555.648621,-21.180592,69.303741
0.533333,545.234558,59.997345,555.582336,-21.278584,69.270782
0.5666663,545.262695,59.996685,556.030396,-21.445971,69.222946
0.5999996,545.264099,59.996784,556.069458,-21.472656,69.184036
0.6333329,545.274231,59.997402,555.651306,-21.40753,69.160004
0.6666662,545.31134,59.997711,555.397034,-21.441236,69.135994
0.6999995,545.328247,59.997868,555.350952,-21.421371,69.112038
0.7333328,545.357544,59.997944,555.499695,-21.471245,69.088127
0.7666661,545.393921,59.997986,555.726746,-21.548445,69.064224
0.7999994,545.430237,59.998005,555.942871,-21.714554,69.040329
0.8333327,545.460754,59.998016,556.082275,-21.853527,69.016418
0.866666,545.467773,59.99802,556.126831,-21.964632,68.992493
0.8999993,545.440308,59.99802,556.106689,-21.970116,68.968559
0.9333326,545.431091,59.998234,555.948975,-22.011801,68.949074
0.9666659,545.403809,59.998413,555.775024,-21.93058,68.932632
0.9999992,545.4104,59.998432,555.836609,-21.957664,68.913185
1.0333329,545.431396,59.998726,555.721863,-22.023846,68.901222
1.0666667,545.425232,59.998875,555.677002,-21.98666,68.889305
1.1000005,545.415588,59.998951,555.735229,-21.943787,68.877411
1.1333343,545.4021,59.998989,555.860352,-21.928028,68.865532
1.1666681,545.414063,59.999008,556.020508,-22.009815,68.853653
1.2000018,545.407837,59.999016,556.111572,-22.071434,68.841766
1.2333356,545.392517,59.999233,556.033447,-22.027145,68.834305
1.2666694,545.382996,59.999195,556.02124,-22.021318,68.825325
1.3000032,545.369568,59.998825,556.300659,-22.092653,68.805984
1.3333369,545.354309,59.998924,556.277161,-22.066908,68.794067
1.3666707,545.339111,59.998756,556.282104,-22.096807,68.777634
1.4000045,545.329529,59.998608,556.327637,-22.123293,68.758224
1.4333383,545.343567,59.998814,556.089294,-22.190144,68.746246
1.4666721,545.364929,59.998917,555.900024,-22.180315,68.734283
1.5000058,545.35907,59.99897,555.739136,-22.144402,68.722343
1.5333396,545.37146,59.998997,555.718018,-22.156174,68.710419
1.5666734,545.365662,59.999012,555.750244,-22.101967,68.698517
1.6000072,545.372437,59.999233,555.75116,-22.033695,68.691063
